"complex","cond_1_1","cond_2_1","cond_3_1","cond_4_1","cond_5_1","cond_6_1","cond_7_1","cond_8_1","cond_32_12","cond_33_12","cond_37_15","cond_38_16","cond_39_16","cond_40_16","cond_41_17","cond_42_17","cond_43_17","cond_62_19","cond_63_19","cond_64_19","cond_62_20","cond_63_20","cond_64_20","cond_80_21","cond_81_21","cond_82_21","cond_80_22","cond_84_22","cond_85_22","cond_24_24","cond_89_24","cond_90_25","cond_91_25","cond_92_25","cond_93_25","cond_94_25","cond_95_25","cond_96_25","cond_238_26","cond_100_27","cond_101_27","cond_98_27","cond_99_27","cond_106_29","cond_107_29","cond_108_29","cond_109_29","cond_121_35","cond_122_36","cond_123_37","cond_124_37","cond_125_37","cond_129_39","cond_34_39","cond_35_39","cond_130_40","cond_133_43","cond_134_44","cond_135_44","cond_136_44","cond_44_45","cond_45_45","cond_46_45","cond_47_45","cond_48_45","cond_49_45","cond_50_45","cond_51_45","cond_52_45","cond_53_45","cond_54_45","cond_55_45","cond_56_45","cond_57_45","cond_58_45","cond_59_45","cond_60_45","cond_61_45","cond_22_46","cond_23_46","cond_24_46","cond_26_46","cond_27_46","cond_28_46","cond_29_46","cond_137_47","cond_138_47","cond_139_47","cond_140_47","cond_141_47","cond_142_48","cond_143_48","cond_142_51","cond_143_51","cond_144_52","cond_144_53","cond_144_54","cond_149_56","cond_151_56","cond_155_58","cond_156_58","cond_157_58","cond_158_59","cond_159_59","cond_160_59","cond_161_60","cond_161_61","cond_183_62","cond_184_62","cond_191_64","cond_192_64","cond_193_64","cond_191_65","cond_192_65","cond_193_65","cond_191_66","cond_192_66","cond_193_66","cond_194_67","cond_195_67","cond_196_67","cond_197_67","cond_198_67","cond_199_67","cond_194_68","cond_195_68","cond_196_68","cond_197_68","cond_198_68","cond_199_68","cond_216_72","cond_217_72","cond_218_72","cond_219_72","cond_220_72","cond_221_72","cond_222_72","cond_223_72","cond_224_72","cond_225_72","cond_226_72","cond_227_72","cond_228_73","cond_229_73","cond_230_73","cond_231_73","cond_232_74","cond_233_75","cond_234_75","cond_235_75"
"(E.F.G) complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0989772835844649,0.00106749711672422,0.0282092402986801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12S U11 snRNP",-0.744571830401547,-0.678603468741576,-0.203136815207435,-0.277899741170167,0.119557625306901,0.398602924567337,0.552839254612295,0.83307815483379,-0.0074114261626556,-0.446358886441743,-0.803302592371767,-0.285600343155135,-0.220196604954674,-0.00443146625776116,-0.106510992119369,0.653473903075253,-0.247264788650092,-0.0110563599488264,-0.0655784271890991,-0.801933387540216,-0.63881765777992,0.0357448601050135,-0.287567011114228,-0.000350001535521347,-0.00185567354190135,0.0566544553733594,NA,0.212528762966394,NA,0.297386193019408,0.191781947039992,-0.306107227028253,0.0616026964750196,0.817463217926054,0.0127097771223209,-0.0408250927498554,-0.078742356535599,NA,0.588228010411396,0.0702317320358437,0.207088975023467,0.376536987744333,0.297248189125253,-1.17377436070097,0.149567422830102,0.253500059400935,0.809943831103128,-0.0945655187547493,NA,-0.378502480323351,0.193219425804931,0.120808253561656,0.168683128110679,0.183852769302509,-0.0924272888500987,1.42804464371398,0.271111934466113,0.745523921080111,0.0181568982835399,0.0013646884586017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.135525252343196,-1.13153686619433,3.46292769766926,-0.778402238829089,-1.37523105047399,1.93188567715467,-1.25641116695336,0.0811187501189856,-0.692745889303451,0.812743822606118,0.288439660720125,1.1728369853399,-0.42309257203092,-0.549550166067312,0.0710712000245096,-0.462911330669971,-0.175704007800727,-0.109871241672921,-0.281956068415416,NA,NA,NA,NA,NA,NA,NA,NA,-0.796008978673789,0.270428726123662,NA,NA,-0.126095787330511,-0.401227172215889,-0.199716669902333,-1.01257103479227,2.43215404904639,1.29812374858553,-0.010520685596537,-0.0948365769550126,-0.505237819057321,0.0243019913235574,0.0653607393345053,0.277155800840255,0.0254872832655624,0.108301454964082,0.166280145321591,NA,NA,NA,0.0565162087174148,NA,NA,0.0888368027659068,-1.15418551310659,0.204428093600469,1.03429971445668,0.289200123601782,-1.66818619764515,-2.12029829855953,-0.475807309020019,1.31814581785405,-1.20160152809995,-2.68821901899992,-0.105743440751685,-0.271648067099148,0.0418753713536495,0.00433632042929575,0.0280402462426045,-0.152209807047048,-0.335817002229255,-0.44413012422802,2.1208741497903
"17S U2 snRNP",1.06783713221681,0.577193682937623,1.28391404091614,-1.14764585436957,-1.86606442996967,1.3332802403607,1.85227060107478,3.60596566449604,0.207695017998543,0.172156738534261,1.61670288546118,0.613850806530133,0.0977211735728118,0.404330799638949,0.814471265684302,-0.758257996125977,0.96369919366659,0.567683647573915,0.850359713368554,-1.92442177308631,0.692509510655931,-0.280758799538151,-0.106450744261753,-0.37089283628127,0.0255384218343221,-0.760331258954945,0.721996846591414,-0.00637723964880612,-0.975543491149608,0.190218407132097,0.0537380185432584,-0.614944183544036,0.0502159602609208,-0.89216854452527,-0.210520311883127,-0.12481285913089,0.0188113687931884,0.555266430404941,-0.270128728643923,0.133733582490444,0.0398826457232089,0.316809815282822,0.331436999838121,0.0103424283108935,-0.0810024596956774,-0.168117045426303,-0.0889408068043951,-1.12930400823208,0.27247229829657,0.844015299511085,0.538674149122474,-0.132372525527197,-1.85608092003467,-0.186034875562877,-0.283105634695608,1.54031572876016,0.213745767282204,0.717057668520691,1.01490559505691,0.000183828868004011,-0.201998928729952,-0.435930606510907,1.08259756120289,0.791573758006482,0.554710511793522,-3.02896560317605,0.401615625327737,0.0872194009005655,0.117410536535317,1.16772697104791,0.824734424074698,0.449687357143667,0.0144918287979998,0.00466729894279553,0.030288989313599,0.301744145422192,0.590966816297056,0.438023172072231,0.93310115701998,-0.611755538852984,-6.34786000226042,0.0594164598421167,-1.43248480278256,0.767420567203749,-1.91213478615112,0.301425670137569,-0.462687561728626,-0.0531882702201301,-0.117357192131837,0.0120325393850837,2.13334567797696,2.14641205621342,4.57424136559343,3.68629177091232,1.35506351977625,0.0752519078175795,0.37560703051007,1.19870116262412,-0.068834661314458,0.0172204169065528,0.00518087062407561,0.053216537546888,0.0315035686420255,0.745106999153784,0.62230618465973,1.61271726929356,0.923895379148442,0.499566331737567,0.628142833530831,0.194336756201969,-0.471197806378111,0.141011558417305,0.320356097711906,-0.260495897041095,0.268445330939108,-0.683662220339987,0.565263508837612,0.162350942740584,0.380577291059411,1.54502565948437,1.51288178721065,0.847596129540778,1.01206941102563,1.2213613944216,0.714635258691256,1.10811518614398,0.491976838894038,0.374015550985032,0.262078197819451,0.104025063420149,0.654673825751197,-0.939709357649423,-0.646491599923924,0.0782480443500349,0.595291727962721,4.18917076112307,0.298719692619711,2.13292508189131,0.575608595109583,-1.34322304591113,0.856631747423051,-0.981466380923686,1.60090128304909,-0.397967762248029,0.430110428937615,0.101068524482445,0.00985255059697301,-0.673917092567422,0.727384372552646,-0.909556816589792
"18S U11/U12 snRNP",0.858185921579047,0.479384937358996,0.117577330190426,-2.08042202309627,-2.57392673792628,-2.21611997704746,0.211201899220919,1.23165122378444,0.180759902828926,0.223321320300363,-1.63739325367447,-0.525453600531768,-1.01582833845146,-0.0248932165486375,-0.920200599011098,-1.13840734110102,-0.617704488097279,0.0510810365601517,-0.455919940261194,-0.369862709022906,0.343304633708697,0.253273376676559,-0.0362136334229632,NA,NA,NA,NA,NA,NA,0.242782826667685,0.0213972123610505,-0.00148806414714609,0.506257226135391,0.420792193633292,0.511971155524386,0.15690383623059,0.148162761405459,0.57958035146932,0.658927206364847,0.260803609510144,0.0394225105251427,0.213565864234458,0.309343811975003,0.282502867466379,0.0650871081845831,0.496875959006134,0.896346527731429,-0.417237420915505,NA,0.0637328492097036,0.17999280937265,0.153446766955237,-1.6058357582168,-0.41593454810228,-0.60380222906471,1.79238867023756,0.232552944938196,0.0510282203196892,0.00115672473379021,0.288734102349959,-0.53612600979529,-0.0384421074065024,0.261028599878509,0.0329094278223609,-0.128429323219177,-0.119857951343478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8240123107632,-1.93049634936572,3.52092446219155,-3.48269939729911,-0.687751440940729,0.33446936620958,-1.43894838579595,0.000657162990755327,0.589364592307489,1.87391357291592,0.107383925415037,0.321423686628972,-2.39590881856864,-2.16168048156472,4.36386217014476,2.9669040568321,2.61867936699127,-2.06382441257376,-0.601072133204864,NA,-0.285447997148958,NA,NA,NA,NA,NA,NA,0.344553081340919,0.141449511728175,0.00439721072072358,0.812570659401676,0.10504638884482,-0.174034902412859,-0.0313534911224621,-0.0691541475430112,-0.295948429036344,-0.256197507748201,-0.728840387406615,-2.03582277742055,-1.85169277264328,0.0499522201840857,-0.083165149975465,-0.100044677872575,-0.00154643714194789,0.164589408284689,-0.147122804715774,0.258493496926239,-0.0843895808469477,-0.0509646297648152,-0.490757428355263,-0.0131591542102251,-0.0514401275032749,0.89434872031938,-2.12445964019318,1.05300371662121,0.626460402246544,1.2291554953784,3.19781424232745,0.0947221488733995,1.70254623472551,1.35150608564317,-2.20620403323806,1.63213461744003,-0.827958553002505,-0.516932722079771,-0.453091165522318,0.820172877371727,0.601018294153405,-0.471332513297315,-0.397085207867502,-0.418758718597887,-2.21411539560107
"20S methylosome and RG-containing Sm protein complex",0.126296674181452,-0.535113838725482,0.50109245969449,-0.140006604322479,NA,NA,NA,NA,0.065723608238399,0.0797370388305438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307094332540679,0.000824426494458218,-0.232105653980382,NA,NA,NA,NA,NA,NA,NA,-1.34389922154342,-0.903932009947157,0.147457299165547,0.648476734058798,0.468863341463683,0.768597828465974,-1.00411541031686,-0.0655672971329409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0876510252760697,-0.858603991859826,NA,NA,0.223311475533803,-0.177575959458212,-0.0761335579732178,-0.0363423349125739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075801920726986,-0.045405671136423,NA,NA,NA,NA,NA,NA,0.122570642070101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343019516050756,-0.135422437695962,0.393658604075352,-0.0979179825555994,-0.130539918847356,NA,NA,NA,NA,NA,NA,NA,NA,-0.0522665186582519,-0.00353668707731769,NA,NA,-0.132323292976369,-0.365709546324634,0.301015782212158,0.0335610862972585,0.531664778278143,0.364824597489133,0.00545588968444703,1.18917886457612,0.798608480525211,NA,NA,NA,NA,NA,NA,NA,0.255191297398969,NA,NA,0.964059685670459,NA,0.206793785982046,NA,1.16813851861717,0.509792197215648,0.719263085707916,NA,NA,NA,0.113419342568779,NA,NA,NA,-0.0162809105772287,0.0818506320079097,0.304271428662627,0.137885887731877,-0.00367518739573413,NA,NA,NA
"20S methylosome-SmD complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10611029171405,0.603615648263585,0.397417440533936,0.0501112314232705,-0.600673450529866,0.394528691991901,-1.00411541031686,-0.0655672971329409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38296299864438,-0.0602264263279769,-0.134271402907667,-0.135294709097959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075801920726986,-0.045405671136423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435975631593749,-0.0725302266107957,0.46887395731771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121907997386419,-0.139779310823766,0.0823229075792549,-0.164811292102627,0.693017909070789,0.434760795832058,NA,NA,NA,NA,NA,NA,NA,0.255191297398969,NA,NA,0.964059685670459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20S methyltransferase core complex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10611029171405,0.603615648263585,0.397417440533936,0.0501112314232705,-0.600673450529866,0.394528691991901,-1.00411541031686,-0.0655672971329409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38296299864438,-0.0602264263279769,-0.134271402907667,-0.135294709097959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075801920726986,-0.045405671136423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46887395731771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.409165719234185,0.446737196122379,0.56897743002199,NA,NA,NA,NA,NA,NA,NA,0.255191297398969,NA,NA,0.964059685670459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20S proteasome",0.142293589537736,0.148377981767083,1.14785099451349,0.0943875481682032,0.11666600886681,0.364189923241701,0.499305154304708,0.351552224704999,-0.958498190848431,-0.0358438234695196,3.09908470908009,NA,NA,NA,NA,NA,NA,-0.302748166277509,0.23054445989774,-0.189518501119774,0.784800335161445,1.17502838221438,-0.126131174649533,0.00081488830610376,0.721111109045764,-0.555108491350556,0.0014605739178444,0.0189862376867701,-0.497828095694271,0.073097093099781,0.143683958193831,0.49558974068917,0.480609596422198,0.339896117541342,0.566877767311995,0.439869367375338,0.102764847205218,0.0642405851112269,0.0120688578444694,1.12797418941336,0.402045074046922,0.0372370297104923,0.320330106606028,-1.378510068493,0.862814428460762,-0.254557090867489,0.133350847429907,NA,-1.1242786526132,0.472492694981715,-0.243246553274202,-0.531976590089826,0.319806199820725,-0.0980974973405889,-0.00166480080125487,0.164720440414254,0.155415737854329,0.171366591527554,0.344581846326826,0.162516194789771,NA,0.69548939733194,-0.590745403000656,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128884336392644,NA,NA,0.627646299013869,0.00590003500240297,-0.721034988687507,0.204699786499054,0.817753395221928,-1.95029355867406,0.0364021616012198,0.831615708539103,0.344296794637728,-0.402193674914917,-0.405517556898239,-0.166588181343304,0.262025576618369,-0.260190850630273,0.0546542719844655,0.0500739590202588,0.796824963263335,0.0474582373656821,1.01270144260153,0.504090009659421,0.149162609363859,0.719276102839389,NA,NA,NA,NA,NA,-0.365749407554044,-0.0380460071401665,-0.151817954100888,-0.434598143937455,-0.0897082041534112,NA,NA,-0.769982084674435,0.386965440376439,0.314856467812581,0.357244213851344,0.214179878768251,0.165540606840403,-1.0023278278615,0.391067731052776,0.359216054642559,-0.141131753372633,-0.106980118977803,-0.10414448717085,-0.215692731047869,0.0892293034557707,0.0492847819737964,0.198680514798859,0.0741868518301935,0.0516988568581753,0.0129939509818447,0.0849417422242684,0.152569308875323,NA,NA,0.0911670089894316,NA,NA,NA,0.348773896860545,-0.123946029740404,0.0523042334239254,0.0145847453143786,0.475839508535265,0.109961073180204,0.0269430902075959,0.875190957247248,-0.712268227341091,-0.251335256082594,0.877819372229614,-0.644888894774303,-0.0906549951543036,-0.315783660227575
"26S proteasome",0.500368758685452,0.148377981767083,0.611276907774561,0.0943875481682032,0.187718988508895,1.13541388271889,1.33323815099899,-0.340285378853698,-1.25361630273547,0.0219279246492836,3.30933596383076,NA,NA,NA,NA,NA,NA,-0.609215551581152,-0.215802921182317,-0.268018869815159,0.62007091383332,0.660449392756985,-0.247702017844202,0.00081488830610376,0.721111109045764,-0.555108491350556,0.0014605739178444,0.0189862376867701,-0.497828095694271,0.073097093099781,0.0985839184559863,0.680409671580632,0.738529847256405,0.00164376156878141,0.689982134772592,0.642742721283266,0.189836514942795,0.00459600032311446,0.0120688578444694,1.12797418941336,0.402045074046922,0.0372370297104923,0.320330106606028,-1.378510068493,0.862814428460762,-0.254557090867489,0.133350847429907,NA,-1.1242786526132,0.855273621428099,0.500152811720303,-0.531976590089826,0.57381650407833,-0.066754077986463,0.00128091904929186,0.153142518381962,0.0156478719905183,0.171366591527554,0.344581846326826,0.162516194789771,NA,0.69548939733194,-0.590745403000656,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128884336392644,NA,NA,0.627646299013869,0.00590003500240297,-0.721034988687507,0.183772977609584,0.914146069519073,-0.924926945602516,0.00997890667112232,0.546327088568806,0.0979586268324142,-0.151753562802023,-0.405517556898239,-0.166588181343304,0.262025576618369,-0.260190850630273,0.0546542719844655,0.0987458650713639,0.961258446490201,0.0427211246064392,0.854192516480725,1.10519938274797,0.460444885909302,0.427416941251522,NA,NA,NA,NA,NA,-0.365749407554044,-0.0380460071401665,-0.151817954100888,-0.119983963279933,-0.056770406460074,NA,NA,-0.587772336559505,0.0507228201705387,0.515109653105757,0.835710802041487,0.729086588842579,0.240229403926538,-0.729421224565355,0.410408138687771,0.771431625017016,-0.640523150713039,-0.162863679949651,-0.113443365690359,-0.19186639711515,0.343606155030432,0.0783925530996499,0.267784338085779,0.0105681006285111,0.167377891743704,0.162119691376519,-0.0412434446334462,0.192173702842047,0.150958523330056,0.490497889228135,0.274993080931484,-1.16486093204854,0.0966772746045374,0.0693327763371676,0.666406939937034,0.0748438341404529,-0.0301751198927221,0.067639506083403,-0.124797122294328,0.275121795208587,0.0269430902075959,0.875190957247248,-0.712268227341091,-0.251335256082594,-0.179531446756893,-0.644888894774303,-0.0906549951543036,-0.315783660227575
"28S ribosomal subunit, mitochondrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458861462316837,0.630890355204819,0.268643505777381,0.0649017552382636,-0.0396022863704934,-0.428200203214553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133996760278198,NA,NA,NA,-0.127531278976457,NA,NA,NA,NA,NA,NA,NA,-0.127929481379796,-0.038606544529213,-0.28432631269193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0644883296171417,NA,NA,NA,NA,NA,NA,0.250490665572163,0.44903568881821,-0.939512368130931,-0.0801955837519033,0.128249898023041,-0.0356811891790973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56917726989886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
